"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"NR2E3","Approved symbol","NR2E3","nuclear receptor subfamily 2 group E member 3","HGNC:7974","15q23"
"NR2F2","Approved symbol","NR2F2","nuclear receptor subfamily 2 group F member 2","HGNC:7976","15q26.2"
"NR3C2","Approved symbol","NR3C2","nuclear receptor subfamily 3 group C member 2","HGNC:7979","4q31.23"
"NR4A3","Approved symbol","NR4A3","nuclear receptor subfamily 4 group A member 3","HGNC:7982","9q31.1"
"NR5A1","Approved symbol","NR5A1","nuclear receptor subfamily 5 group A member 1","HGNC:7983","9q33.3"
"NRAD1","Approved symbol","NRAD1","non-coding RNA in the aldehyde dehydrogenase 1A pathway","HGNC:26981","13q14.11"
"NRAS","Approved symbol","NRAS","NRAS proto-oncogene, GTPase","HGNC:7989","1p13.2"
"NRG1","Approved symbol","NRG1","neuregulin 1","HGNC:7997","8p12"
"NRIP1","Approved symbol","NRIP1","nuclear receptor interacting protein 1","HGNC:8001","21q11.2-q21.1"
"NRL","Approved symbol","NRL","neural retina leucine zipper","HGNC:8002","14q11.2-q12"
"NSD1","Approved symbol","NSD1","nuclear receptor binding SET domain protein 1","HGNC:14234","5q35.3"
"NSD2","Approved symbol","NSD2","nuclear receptor binding SET domain protein 2","HGNC:12766","4p16.3"
"NSD3","Approved symbol","NSD3","nuclear receptor binding SET domain protein 3","HGNC:12767","8p11.23"
"NSMF","Approved symbol","NSMF","NMDA receptor synaptonuclear signaling and neuronal migration factor","HGNC:29843","9q34.3"
"NT5C2","Approved symbol","NT5C2","5'-nucleotidase, cytosolic II","HGNC:8022","10q24.32-q24.33"
"NT5C3A","Approved symbol","NT5C3A","5'-nucleotidase, cytosolic IIIA","HGNC:17820","7p14.3"
"NTF4","Approved symbol","NTF4","neurotrophin 4","HGNC:8024","19q13.33"
"NTHL1","Approved symbol","NTHL1","nth like DNA glycosylase 1","HGNC:8028","16p13.3"
"NTRK1","Approved symbol","NTRK1","neurotrophic receptor tyrosine kinase 1","HGNC:8031","1q23.1"
"NTRK2","Approved symbol","NTRK2","neurotrophic receptor tyrosine kinase 2","HGNC:8032","9q21.33"
"NTRK3","Approved symbol","NTRK3","neurotrophic receptor tyrosine kinase 3","HGNC:8033","15q25.3"
"NUF2","Approved symbol","NUF2","NUF2 component of NDC80 kinetochore complex","HGNC:14621","1q23.3"
"NUMA1","Approved symbol","NUMA1","nuclear mitotic apparatus protein 1","HGNC:8059","11q13.4"
"NUP214","Approved symbol","NUP214","nucleoporin 214","HGNC:8064","9q34.13"
"NUP62","Approved symbol","NUP62","nucleoporin 62","HGNC:8066","19q13.33"
"NUP93","Approved symbol","NUP93","nucleoporin 93","HGNC:28958","16q13"
"NUP98","Approved symbol","NUP98","nucleoporin 98 and 96 precursor","HGNC:8068","11p15.4"
"NUTM1","Approved symbol","NUTM1","NUT midline carcinoma family member 1","HGNC:29919","15q14"
"NUTM2A","Approved symbol","NUTM2A","NUT family member 2A","HGNC:23438","10q23.2"
"NUTM2B","Approved symbol","NUTM2B","NUT family member 2B","HGNC:23445","10q22.3"
"NUTM2D","Approved symbol","NUTM2D","NUT family member 2D","HGNC:23447","10q23.2"
"NXF5","Approved symbol","NXF5","nuclear RNA export factor 5","HGNC:8075","Xq22.1"
"NXPE1","Approved symbol","NXPE1","neurexophilin and PC-esterase domain family member 1","HGNC:28527","11q23.2"
"NYX","Approved symbol","NYX","nyctalopin","HGNC:8082","Xp11.4"
"OAT","Approved symbol","OAT","ornithine aminotransferase","HGNC:8091","10q26.13"
"OCA2","Approved symbol","OCA2","OCA2 melanosomal transmembrane protein","HGNC:8101","15q12-q13.1"
"OCRL","Approved symbol","OCRL","OCRL inositol polyphosphate-5-phosphatase","HGNC:8108","Xq26.1"
"OFD1","Approved symbol","OFD1","OFD1 centriole and centriolar satellite protein","HGNC:2567","Xp22.2"
"OGG1","Approved symbol","OGG1","8-oxoguanine DNA glycosylase","HGNC:8125","3p25.3"
"OLIG1","Approved symbol","OLIG1","oligodendrocyte transcription factor 1","HGNC:16983","21q22.11"
"OLIG2","Approved symbol","OLIG2","oligodendrocyte transcription factor 2","HGNC:9398","21q22.11"
"OLIG3","Approved symbol","OLIG3","oligodendrocyte transcription factor 3","HGNC:18003","6q23.3"
"OLR1","Approved symbol","OLR1","oxidized low density lipoprotein receptor 1","HGNC:8133","12p13.2"
"OMD","Approved symbol","OMD","osteomodulin","HGNC:8134","9q22.31"
"ONECUT2","Approved symbol","ONECUT2","one cut homeobox 2","HGNC:8139","18q21.31"
"OPA1","Approved symbol","OPA1","OPA1 mitochondrial dynamin like GTPase","HGNC:8140","3q29"
"OPA1","Alias symbol","MED12","mediator complex subunit 12","HGNC:11957","Xq13.1"
"OPA3","Approved symbol","OPA3","outer mitochondrial membrane lipid metabolism regulator OPA3","HGNC:8142","19q13.32"
"OPCML","Approved symbol","OPCML","opioid binding protein/cell adhesion molecule like","HGNC:8143","11q25"
"OPHN1","Approved symbol","OPHN1","oligophrenin 1","HGNC:8148","Xq12"
"OPN1LW","Approved symbol","OPN1LW","opsin 1, long wave sensitive","HGNC:9936","Xq28"
"OPN1MW","Approved symbol","OPN1MW","opsin 1, medium wave sensitive","HGNC:4206","Xq28"
"OPN1MW2","Approved symbol","OPN1MW2","opsin 1, medium wave sensitive 2","HGNC:26952","Xq28"
"OPN1SW","Approved symbol","OPN1SW","opsin 1, short wave sensitive","HGNC:1012","7q32.1"
"OPTN","Approved symbol","OPTN","optineurin","HGNC:17142","10p13"
"OR7H2P","Approved symbol","OR7H2P","olfactory receptor family 7 subfamily H member 2 pseudogene","HGNC:31314","5q21.1"
"ORMDL3","Approved symbol","ORMDL3","ORMDL sphingolipid biosynthesis regulator 3","HGNC:16038","17q21.1"
"OSBPL3","Approved symbol","OSBPL3","oxysterol binding protein like 3","HGNC:16370","7p15.3"
"OSGIN2","Approved symbol","OSGIN2","oxidative stress induced growth inhibitor family member 2","HGNC:1355","8q21.3"
"OSMR","Approved symbol","OSMR","oncostatin M receptor","HGNC:8507","5p13.1"
"OSTM1","Approved symbol","OSTM1","osteoclastogenesis associated transmembrane protein 1","HGNC:21652","6q21"
"OTC","Approved symbol","OTC","ornithine transcarbamylase","HGNC:8512","Xp11.4"
"OTUD3","Approved symbol","OTUD3","OTU deubiquitinase 3","HGNC:29038","1p36.13"
"P2RY8","Approved symbol","P2RY8","P2Y receptor family member 8","HGNC:15524","Xp22.33 and Yp11.3"
"P3H1","Approved symbol","P3H1","prolyl 3-hydroxylase 1","HGNC:19316","1p34.2"
"PABPC1","Approved symbol","PABPC1","poly(A) binding protein cytoplasmic 1","HGNC:8554","8q22.3"
"PABPC1P9","Approved symbol","PABPC1P9","poly(A) binding protein cytoplasmic 1 pseudogene 9","HGNC:37991","22q11.1"
"PABPN1","Approved symbol","PABPN1","poly(A) binding protein nuclear 1","HGNC:8565","14q11.2"
"PADI4","Approved symbol","PADI4","peptidyl arginine deiminase 4","HGNC:18368","1p36.13"
"PAFAH1B1","Approved symbol","PAFAH1B1","platelet activating factor acetylhydrolase 1b regulatory subunit 1","HGNC:8574","17p13.3"
"PAFAH1B2","Approved symbol","PAFAH1B2","platelet activating factor acetylhydrolase 1b catalytic subunit 2","HGNC:8575","11q23.3"
"PAG1","Approved symbol","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1","HGNC:30043","8q21.13"
"PAH","Approved symbol","PAH","phenylalanine hydroxylase","HGNC:8582","12q23.2"
"PAK1","Approved symbol","PAK1","p21 (RAC1) activated kinase 1","HGNC:8590","11q13.5-q14.1"
"PAK1","Alias symbol","PKN1","protein kinase N1","HGNC:9405","19p13.12"
"PAK3","Approved symbol","PAK3","p21 (RAC1) activated kinase 3","HGNC:8592","Xq23"
"PAK3","Alias symbol","ARHGEF7","Rho guanine nucleotide exchange factor 7","HGNC:15607","13q34"
"PAK5","Approved symbol","PAK5","p21 (RAC1) activated kinase 5","HGNC:15916","20p12.2"
"PAK5","Alias symbol","PAK6","p21 (RAC1) activated kinase 6","HGNC:16061","15q15.1"
"PALB2","Approved symbol","PALB2","partner and localizer of BRCA2","HGNC:26144","16p12.2"
"PALLD","Approved symbol","PALLD","palladin, cytoskeletal associated protein","HGNC:17068","4q32.3"
"PANK2","Approved symbol","PANK2","pantothenate kinase 2","HGNC:15894","20p13"
"PARD3B","Approved symbol","PARD3B","par-3 family cell polarity regulator beta","HGNC:14446","2q33.3"
"PARK7","Approved symbol","PARK7","Parkinsonism associated deglycase","HGNC:16369","1p36.23"
"PARP1","Approved symbol","PARP1","poly(ADP-ribose) polymerase 1","HGNC:270","1q42.12"
"PARP2","Approved symbol","PARP2","poly(ADP-ribose) polymerase 2","HGNC:272","14q11.2"
"PARP3","Approved symbol","PARP3","poly(ADP-ribose) polymerase family member 3","HGNC:273","3p21.2"
"PASK","Approved symbol","PASK","PAS domain containing serine/threonine kinase","HGNC:17270","2q37.3"
"PATZ1","Approved symbol","PATZ1","POZ/BTB and AT hook containing zinc finger 1","HGNC:13071","22q12.2"
"PAX2","Approved symbol","PAX2","paired box 2","HGNC:8616","10q24.31"
"PAX3","Approved symbol","PAX3","paired box 3","HGNC:8617","2q36.1"
"PAX4","Approved symbol","PAX4","paired box 4","HGNC:8618","7q32.1"
"PAX5","Approved symbol","PAX5","paired box 5","HGNC:8619","9p13.2"
"PAX6","Approved symbol","PAX6","paired box 6","HGNC:8620","11p13"
"PAX7","Approved symbol","PAX7","paired box 7","HGNC:8621","1p36.13"
"PAX8","Approved symbol","PAX8","paired box 8","HGNC:8622","2q14.1"
"PBRM1","Approved symbol","PBRM1","polybromo 1","HGNC:30064","3p21.1"
"PBX1","Approved symbol","PBX1","PBX homeobox 1","HGNC:8632","1q23.3"
"PC","Approved symbol","PC","pyruvate carboxylase","HGNC:8636","11q13.2"
"PC","Alias symbol","PODXL","podocalyxin like","HGNC:9171","7q32.3"
"PCARE","Approved symbol","PCARE","photoreceptor cilium actin regulator","HGNC:34383","2p23.2"
"PCBD1","Approved symbol","PCBD1","pterin-4 alpha-carbinolamine dehydratase 1","HGNC:8646","10q22.1"
"PCBP1","Approved symbol","PCBP1","poly(rC) binding protein 1","HGNC:8647","2p13.3"
"PCCA","Approved symbol","PCCA","propionyl-CoA carboxylase subunit alpha","HGNC:8653","13q32.3"
"PCCB","Approved symbol","PCCB","propionyl-CoA carboxylase subunit beta","HGNC:8654","3q22.3"
"PCDH15","Approved symbol","PCDH15","protocadherin related 15","HGNC:14674","10q21.1"
"PCLO","Approved symbol","PCLO","piccolo presynaptic cytomatrix protein","HGNC:13406","7q21.11"
"PCM1","Approved symbol","PCM1","pericentriolar material 1","HGNC:8727","8p22"
"PCM1","Alias symbol","MBD1","methyl-CpG binding domain protein 1","HGNC:6916","18q21.1"
"PCSK7","Approved symbol","PCSK7","proprotein convertase subtilisin/kexin type 7","HGNC:8748","11q23.3"
"PCSK9","Approved symbol","PCSK9","proprotein convertase subtilisin/kexin type 9","HGNC:20001","1p32.3"
"PDCD1","Approved symbol","PDCD1","programmed cell death 1","HGNC:8760","2q37.3"
"PDCD10","Approved symbol","PDCD10","programmed cell death 10","HGNC:8761","3q26.1"
"PDCD11","Approved symbol","PDCD11","programmed cell death 11","HGNC:13408","10q24.33"
"PDCD1LG2","Approved symbol","PDCD1LG2","programmed cell death 1 ligand 2","HGNC:18731","9p24.1"
"PDE4D","Approved symbol","PDE4D","phosphodiesterase 4D","HGNC:8783","5q11.2-q12.1"
"PDE4DIP","Approved symbol","PDE4DIP","phosphodiesterase 4D interacting protein","HGNC:15580","1q21.2"
"PDE6A","Approved symbol","PDE6A","phosphodiesterase 6A","HGNC:8785","5q32"
"PDE6B","Approved symbol","PDE6B","phosphodiesterase 6B","HGNC:8786","4p16.3"
"PDE6C","Approved symbol","PDE6C","phosphodiesterase 6C","HGNC:8787","10q23.33"
"PDE6G","Approved symbol","PDE6G","phosphodiesterase 6G","HGNC:8789","17q25.3"
"PDE6H","Approved symbol","PDE6H","phosphodiesterase 6H","HGNC:8790","12p12.3"
"PDE8B","Approved symbol","PDE8B","phosphodiesterase 8B","HGNC:8794","5q13.3"
"PDGFB","Approved symbol","PDGFB","platelet derived growth factor subunit B","HGNC:8800","22q13.1"
"PDGFRA","Approved symbol","PDGFRA","platelet derived growth factor receptor alpha","HGNC:8803","4q12"
"PDGFRB","Approved symbol","PDGFRB","platelet derived growth factor receptor beta","HGNC:8804","5q32"
"PDGFRL","Approved symbol","PDGFRL","platelet derived growth factor receptor like","HGNC:8805","8p22"
"PDHA1","Approved symbol","PDHA1","pyruvate dehydrogenase E1 subunit alpha 1","HGNC:8806","Xp22.12"
"PDHB","Approved symbol","PDHB","pyruvate dehydrogenase E1 subunit beta","HGNC:8808","3p14.3"
"PDK1","Approved symbol","PDK1","pyruvate dehydrogenase kinase 1","HGNC:8809","2q31.1"
"PDK1","Alias symbol","PDPK1","3-phosphoinositide dependent protein kinase 1","HGNC:8816","16p13.3"
"PDPK1","Approved symbol","PDPK1","3-phosphoinositide dependent protein kinase 1","HGNC:8816","16p13.3"
"PDS5B","Approved symbol","PDS5B","PDS5 cohesin associated factor B","HGNC:20418","13q13.1"
"PDX1","Approved symbol","PDX1","pancreatic and duodenal homeobox 1","HGNC:6107","13q12.2"
"PDX1","Alias symbol","PDHX","pyruvate dehydrogenase complex component X","HGNC:21350","11p13"
"PDYN","Approved symbol","PDYN","prodynorphin","HGNC:8820","20p13"
"PDZD7","Approved symbol","PDZD7","PDZ domain containing 7","HGNC:26257","10q24.31"
"PEPD","Approved symbol","PEPD","peptidase D","HGNC:8840","19q13.11"
"PER1","Approved symbol","PER1","period circadian regulator 1","HGNC:8845","17p13.1"
"PER1","Alias symbol","PGAP3","post-GPI attachment to proteins phospholipase 3","HGNC:23719","17q12"
"PER2","Approved symbol","PER2","period circadian regulator 2","HGNC:8846","2q37.3"
"PEX1","Approved symbol","PEX1","peroxisomal biogenesis factor 1","HGNC:8850","7q21.2"
"PEX10","Approved symbol","PEX10","peroxisomal biogenesis factor 10","HGNC:8851","1p36.32"
"PEX12","Approved symbol","PEX12","peroxisomal biogenesis factor 12","HGNC:8854","17q12"
"PEX13","Approved symbol","PEX13","peroxisomal biogenesis factor 13","HGNC:8855","2p15"
"PEX14","Approved symbol","PEX14","peroxisomal biogenesis factor 14","HGNC:8856","1p36.22"
"PEX16","Approved symbol","PEX16","peroxisomal biogenesis factor 16","HGNC:8857","11p11.2"
"PEX19","Approved symbol","PEX19","peroxisomal biogenesis factor 19","HGNC:9713","1q23.2"
"PEX2","Approved symbol","PEX2","peroxisomal biogenesis factor 2","HGNC:9717","8q21.13"
"PEX26","Approved symbol","PEX26","peroxisomal biogenesis factor 26","HGNC:22965","22q11.21"
"PEX3","Approved symbol","PEX3","peroxisomal biogenesis factor 3","HGNC:8858","6q24.2"
"PEX5","Approved symbol","PEX5","peroxisomal biogenesis factor 5","HGNC:9719","12p13.31"
"PEX6","Approved symbol","PEX6","peroxisomal biogenesis factor 6","HGNC:8859","6p21.1"
"PEX7","Approved symbol","PEX7","peroxisomal biogenesis factor 7","HGNC:8860","6q23.3"
"PFKM","Approved symbol","PFKM","phosphofructokinase, muscle","HGNC:8877","12q13.11"
"PGAM2","Approved symbol","PGAM2","phosphoglycerate mutase 2","HGNC:8889","7p13"
"PGBD5","Approved symbol","PGBD5","piggyBac transposable element derived 5","HGNC:19405","1q42.13"
"PGM1","Approved symbol","PGM1","phosphoglucomutase 1","HGNC:8905","1p31.3"
"PGR","Approved symbol","PGR","progesterone receptor","HGNC:8910","11q22.1"
"PHEX","Approved symbol","PHEX","phosphate regulating endopeptidase X-linked","HGNC:8918","Xp22.11"
"PHF1","Approved symbol","PHF1","PHD finger protein 1","HGNC:8919","6p21.32"
"PHF19","Approved symbol","PHF19","PHD finger protein 19","HGNC:24566","9q33.2"
"PHF23","Approved symbol","PHF23","PHD finger protein 23","HGNC:28428","17p13.1"
"PHF6","Approved symbol","PHF6","PHD finger protein 6","HGNC:18145","Xq26.2"
"PHF8","Approved symbol","PHF8","PHD finger protein 8","HGNC:20672","Xp11.22"
"PHKA1","Approved symbol","PHKA1","phosphorylase kinase regulatory subunit alpha 1","HGNC:8925","Xq13.1"
"PHKA2","Approved symbol","PHKA2","phosphorylase kinase regulatory subunit alpha 2","HGNC:8926","Xp22.13"
"PHKB","Approved symbol","PHKB","phosphorylase kinase regulatory subunit beta","HGNC:8927","16q12.1"
"PHKG2","Approved symbol","PHKG2","phosphorylase kinase catalytic subunit gamma 2","HGNC:8931","16p11.2"
"PHLPP1","Approved symbol","PHLPP1","PH domain and leucine rich repeat protein phosphatase 1","HGNC:20610","18q21.33"
"PHLPP2","Approved symbol","PHLPP2","PH domain and leucine rich repeat protein phosphatase 2","HGNC:29149","16q22.2"
"PHOX2B","Approved symbol","PHOX2B","paired like homeobox 2B","HGNC:9143","4p13"
"PHYH","Approved symbol","PHYH","phytanoyl-CoA 2-hydroxylase","HGNC:8940","10p13"
"PICALM","Approved symbol","PICALM","phosphatidylinositol binding clathrin assembly protein","HGNC:15514","11q14.2"
"PIGA","Approved symbol","PIGA","phosphatidylinositol glycan anchor biosynthesis class A","HGNC:8957","Xp22.2"
"PIGV","Approved symbol","PIGV","phosphatidylinositol glycan anchor biosynthesis class V","HGNC:26031","1p36.11"
"PIK3C2B","Approved symbol","PIK3C2B","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta","HGNC:8972","1q32.1"
"PIK3C2G","Approved symbol","PIK3C2G","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma","HGNC:8973","12p12.3"
"PIK3C3","Approved symbol","PIK3C3","phosphatidylinositol 3-kinase catalytic subunit type 3","HGNC:8974","18q12.3"
"PIK3CA","Approved symbol","PIK3CA","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","HGNC:8975","3q26.32"
"PIK3CB","Approved symbol","PIK3CB","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta","HGNC:8976","3q22.3"
"PIK3CD","Approved symbol","PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","HGNC:8977","1p36.22"
"PIK3CG","Approved symbol","PIK3CG","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","HGNC:8978","7q22.3"
"PIK3R1","Approved symbol","PIK3R1","phosphoinositide-3-kinase regulatory subunit 1","HGNC:8979","5q13.1"
"PIK3R2","Approved symbol","PIK3R2","phosphoinositide-3-kinase regulatory subunit 2","HGNC:8980","19p13.11"
"PIK3R3","Approved symbol","PIK3R3","phosphoinositide-3-kinase regulatory subunit 3","HGNC:8981","1p34.1"
"PIKFYVE","Approved symbol","PIKFYVE","phosphoinositide kinase, FYVE-type zinc finger containing","HGNC:23785","2q34"
"PIM1","Approved symbol","PIM1","Pim-1 proto-oncogene, serine/threonine kinase","HGNC:8986","6p21.2"
"PIM1","Alias symbol","LONP1","lon peptidase 1, mitochondrial","HGNC:9479","19p13.2"
"PINK1","Approved symbol","PINK1","PTEN induced kinase 1","HGNC:14581","1p36.12"
"PITPNM3","Approved symbol","PITPNM3","PITPNM family member 3","HGNC:21043","17p13.2-p13.1"
"PITX1","Approved symbol","PITX1","paired like homeodomain 1","HGNC:9004","5q31.1"
"PITX3","Approved symbol","PITX3","paired like homeodomain 3","HGNC:9006","10q24.32"
"PKD1","Approved symbol","PKD1","polycystin 1, transient receptor potential channel interacting","HGNC:9008","16p13.3"
"PKD1L1","Approved symbol","PKD1L1","polycystin 1 like 1, transient receptor potential channel interacting","HGNC:18053","7p12.3"
"PKD2","Approved symbol","PKD2","polycystin 2, transient receptor potential cation channel","HGNC:9009","4q22.1"
"PKD2","Alias symbol","PRKD2","protein kinase D2","HGNC:17293","19q13.32"
"PKDCC","Approved symbol","PKDCC","protein kinase domain containing, cytoplasmic","HGNC:25123","2p21"
"PKHD1","Approved symbol","PKHD1","PKHD1 ciliary IPT domain containing fibrocystin/polyductin","HGNC:9016","6p12.3-p12.2"
"PKP1","Approved symbol","PKP1","plakophilin 1","HGNC:9023","1q32.1"
"PKP2","Approved symbol","PKP2","plakophilin 2","HGNC:9024","12p11.21"
"PLA2G6","Approved symbol","PLA2G6","phospholipase A2 group VI","HGNC:9039","22q13.1"
"PLA2G7","Approved symbol","PLA2G7","phospholipase A2 group VII","HGNC:9040","6p12.3"
"PLAG1","Approved symbol","PLAG1","PLAG1 zinc finger","HGNC:9045","8q12.1"
"PLCE1","Approved symbol","PLCE1","phospholipase C epsilon 1","HGNC:17175","10q23.33"
"PLCG1","Approved symbol","PLCG1","phospholipase C gamma 1","HGNC:9065","20q12"
"PLCG2","Approved symbol","PLCG2","phospholipase C gamma 2","HGNC:9066","16q24.1"
"PLEC","Approved symbol","PLEC","plectin","HGNC:9069","8q24.3"
"PLEKHG5","Approved symbol","PLEKHG5","pleckstrin homology and RhoGEF domain containing G5","HGNC:29105","1p36.31"
"PLEKHM1","Approved symbol","PLEKHM1","pleckstrin homology and RUN domain containing M1","HGNC:29017","17q21.31"
